2024-09-25 08:54:04.339516,2024-09-25 07:17:08.160606,9,2024-09-25 08:54:00.000000,2024-09-25 10:17:04.000000,193302401600001,1,2180760,2218129,23A50DC5
2024-09-25 10:18:49.027471,2024-09-25 08:56:28.003198,10,2024-09-25 10:18:45.000000,2024-09-25 11:54:00.000000,193302401600001,1,2218129,2260360,23A50DC5
2024-09-25 12:11:10.315032,2024-09-25 09:58:50.287021,11,2024-09-25 12:11:05.000000,2024-09-25 12:58:45.000000,193302401600001,1,2260360,2268149,23A50DC5
2024-09-25 13:01:33.676498,2024-09-25 12:39:13.345718,12,2024-09-25 13:01:28.000000,2024-09-25 15:39:08.000000,193302401600001,1,2268149,2320370,23A50DC5
2024-09-26 08:31:29.540808,2024-09-26 07:26:13.451638,13,2024-09-26 08:31:25.000000,2024-09-26 10:26:10.000000,193302401600001,1,2320370,2361959,23A50DC5
2024-09-26 10:32:46.844994,2024-09-26 08:34:57.770711,14,2024-09-26 10:32:43.000000,2024-09-26 11:34:54.000000,193302401600001,1,2361959,2388899,23A50DC5
2024-09-26 11:36:08.176383,2024-09-26 08:38:59.506465,15,2024-09-26 11:36:05.000000,2024-09-26 11:38:56.000000,193302401600001,1,2388899,2389290,23A50DC5
2024-09-26 11:41:42.441122,2024-09-26 08:45:05.230474,16,2024-09-26 11:41:39.000000,2024-09-26 11:45:02.000000,193302401600001,1,2389290,2390610,23A50DC5
2024-10-01 13:40:18.662504,2024-10-01 10:41:06.592107,33,2024-10-01 13:40:15.000000,2024-10-01 13:41:03.000000,193302401600001,1,2722199,2722199,23A50DC5
2024-10-01 14:30:21.009195,2024-10-01 12:05:46.853576,34,2024-10-01 14:30:18.000000,2024-10-01 15:02:00.000000,193302401600001,1,2722199,2734449,6CD2C8EC
2024-10-01 15:22:50.494687,2024-10-01 14:54:05.989928,35,2024-10-01 15:22:45.000000,2024-10-01 17:51:00.000000,193302401600001,1,2734449,2740209,23A50DC5
2024-10-02 08:48:26.312195,2024-10-02 08:14:29.686482,36,2024-10-02 08:48:21.000000,2024-10-02 11:14:25.000000,193302401600001,1,2740209,2791600,23A50DC5
2024-10-02 11:40:48.421185,2024-10-02 11:09:56.605097,37,2024-10-02 11:40:44.000000,2024-10-02 14:09:53.000000,193302401600001,1,2791600,2807520,23A50DC5
